purchase_id,customer_id,product_category,product_name,quantity,price_per_item,purchase_date,customer_state,shipping_method
P03720,C0197,Home & Garden,Cookbook,2.0,72.54,2024-02-07,CA,Overnight
P03721,C0014,Clothing,T-Shirt,5.0,232.41,2024-03-21,NY,Express
P03723,C0407,Home & Garden,Yoga Mat,5.0,388.54,2024-03-13,NY,Overnight
P03724,C0159,Electronics,Shoes,5.0,379.3,2024-08-15,CA,Standard
P03728,C0322,Electronics,Laptop,3.0,26.89,2024-07-29,NY,Express
P03730,C0474,Sports,Jeans,5.0,166.41,2024-07-24,CA,
P03732,C0408,Books,Rug,4.0,147.11,2024-12-01,CA,Standard
P03736,C0190,Books,Hat,5.0,283.9,2024-04-05,NY,Overnight
P03749,C0222,Home & Garden,Tennis Racket,3.0,368.44,2024-06-17,NY,Overnight
P03751,C0416,Clothing,Headphones,4.0,42.34,2024-09-13,CA,Express
P03768,C0217,Clothing,Novel,3.0,330.7,2024-11-20,NY,Overnight
P03771,C0146,Electronics,Tennis Racket,3.0,495.53,2024-11-04,CA,Standard
P03772,C0468,Home & Garden,Yoga Mat,5.0,201.71,2024-11-13,NY,Standard
P03779,C0459,Clothing,Rug,5.0,163.38,2024-01-12,NY,Express
P03785,C0127,Clothing,Lamp,4.0,456.14,2024-12-03,NY,Express
P03790,C0462,Electronics,Garden Tools,4.0,409.77,2024-04-04,CA,Express
P03792,C0436,Electronics,Garden Tools,5.0,70.56,2024-04-10,CA,Express
P03798,C0333,Clothing,Headphones,3.0,340.34,2024-03-03,NY,Express
P03801,C0069,Clothing,Textbook,4.0,48.92,2024-05-07,NY,Express
P03802,C0385,Sports,Jeans,4.0,305.14,2024-12-07,NY,Standard
P03803,C0244,Home & Garden,Hat,5.0,283.96,2024-06-28,CA,Express
P03805,C0077,Clothing,Textbook,2.0,58.06,2024-06-27,CA,Express
P03809,C0307,Home & Garden,T-Shirt,3.0,51.68,2024-03-17,CA,Standard
P03814,C0399,Clothing,Lamp,4.0,454.94,2024-03-19,CA,Express
P03819,C0431,Books,Novel,3.0,335.72,2024-08-02,NY,Express
P03821,C0324,Sports,Shoes,5.0,51.24,2024-08-22,CA,Overnight
P03826,C0267,Home & Garden,Smartphone,4.0,74.7,2024-12-04,CA,Standard
P03830,C0449,Clothing,Rug,3.0,449.94,2024-09-25,NY,Express
P03832,C0456,Clothing,Tablet,3.0,180.58,2024-06-10,NY,Express
P03835,C0195,Clothing,Laptop,5.0,379.16,2024-05-22,NY,Overnight
P03837,C0497,Electronics,Cookbook,5.0,123.24,2024-06-12,CA,Standard
P03839,C0016,Sports,Hat,2.0,260.77,2024-08-28,NY,Standard
P03843,C0479,Books,Tablet,2.0,406.38,2024-10-26,NY,Overnight
P03844,C0197,Electronics,Plant Pot,5.0,449.71,2024-11-12,CA,Overnight
P03846,C0278,Electronics,Tennis Racket,5.0,45.41,2024-07-13,CA,Express
P03847,C0334,Books,Tennis Racket,3.0,322.69,2024-10-08,NY,Express
P03848,C0094,Clothing,Lamp,2.0,359.13,2024-12-22,NY,Express
P03854,C0313,Home & Garden,Cookbook,5.0,364.23,2024-06-21,NY,Express
P03861,C0413,Home & Garden,Cookbook,4.0,216.92,2024-07-07,CA,Standard
P03862,C0039,Electronics,Magazine,3.0,52.46,2024-01-08,CA,Express
P03863,C0287,Sports,Magazine,5.0,442.19,2024-08-09,CA,Overnight
P03864,C0285,Home & Garden,Plant Pot,5.0,354.95,2024-09-08,NY,Express
P03866,C0054,Clothing,Yoga Mat,3.0,151.2,2024-11-01,NY,Express
P03868,C0277,Clothing,Yoga Mat,4.0,47.99,2024-09-26,NY,Standard
P03871,C0221,Clothing,Tablet,5.0,256.82,2024-07-14,CA,Express
P03879,C0042,Home & Garden,Tennis Racket,4.0,99.19,2024-08-19,CA,Overnight
P03881,C0332,Books,Basketball,2.0,18.19,2024-01-30,CA,Express
P03891,C0151,Books,Textbook,4.0,159.65,2024-12-18,NY,Express
P03896,C0359,Electronics,Dumbbells,3.0,373.89,2024-12-20,NY,Overnight
P03897,C0085,Clothing,Cushion,3.0,25.98,2024-12-04,NY,Overnight
P03904,C0013,Electronics,Rug,5.0,122.49,2024-12-18,NY,Standard
P03906,C0307,Sports,Monitor,4.0,334.35,2024-11-07,NY,Overnight
P03909,C0251,Home & Garden,Novel,5.0,77.96,2024-07-18,NY,Standard
P03914,C0374,Electronics,Plant Pot,3.0,174.9,2024-02-07,NY,
P03923,C0377,Sports,Garden Tools,4.0,53.52,2024-06-01,CA,Overnight
P03924,C0445,Electronics,T-Shirt,5.0,318.78,2024-06-05,CA,Overnight
P03926,C0250,Books,Smartphone,5.0,141.59,2024-07-25,NY,Standard
P03935,C0342,Clothing,Tennis Racket,4.0,449.99,2024-06-23,NY,Express
P03942,C0474,Sports,Smartphone,2.0,209.33,2024-04-27,NY,Overnight
P03945,C0427,Electronics,Cookbook,5.0,185.38,2024-09-17,CA,Express
P03946,C0500,Sports,Magazine,5.0,26.11,2024-07-30,CA,Standard
P03950,C0206,Electronics,Basketball,4.0,29.29,2024-08-11,NY,Express
P03955,C0018,Sports,Smartphone,3.0,425.78,2024-06-16,CA,Express
P03966,C0216,Sports,Hat,4.0,35.05,2024-02-22,CA,Standard
P03972,C0119,Clothing,Plant Pot,5.0,70.27,2024-08-21,CA,Overnight
P03975,C0370,Electronics,Tennis Racket,5.0,75.15,2024-01-16,NY,Standard
P03976,C0303,Books,Rug,2.0,233.82,2024-06-16,NY,Overnight
P03989,C0005,Books,Tablet,4.0,82.37,2024-12-12,CA,Overnight
P03992,C0421,Clothing,Monitor,2.0,159.5,2024-07-21,CA,Overnight
P03993,C0316,Sports,Cookbook,5.0,35.2,2024-01-03,CA,Standard
P04009,C0140,Books,Tablet,5.0,125.26,2024-06-15,NY,Overnight
P04013,C0068,Electronics,Headphones,5.0,349.79,2024-12-14,CA,Overnight
P04015,C0452,Clothing,Jeans,3.0,87.42,2024-11-24,NY,Standard
P04018,C0278,Books,Dumbbells,2.0,247.27,2024-08-18,CA,Standard
P04021,C0042,Electronics,Rug,5.0,434.09,2024-10-24,CA,Overnight
P04022,C0013,Clothing,Dumbbells,5.0,467.91,2024-04-12,CA,Standard
P04037,C0442,Home & Garden,Jacket,2.0,136.35,2024-04-13,NY,Express
P04043,C0157,Books,Novel,2.0,179.46,2024-11-30,NY,Standard
P04044,C0030,Clothing,Jeans,3.0,51.48,2024-11-06,CA,Standard
P04050,C0020,Electronics,Garden Tools,2.0,89.8,2024-08-01,NY,Express
P04051,C0334,Electronics,Monitor,4.0,390.71,2024-05-03,CA,Standard
P04060,C0086,Electronics,Hat,4.0,365.65,2024-02-24,NY,Express
P04063,C0025,Sports,Tablet,2.0,124.16,2024-03-11,CA,Overnight
P04065,C0413,Electronics,Garden Tools,3.0,466.42,2024-11-17,CA,Overnight
P04072,C0249,Sports,Lamp,3.0,335.84,2024-07-07,NY,Standard
P04073,C0281,Home & Garden,Rug,3.0,270.47,2024-10-21,NY,Standard
P04076,C0434,Clothing,Monitor,4.0,206.09,2024-03-14,CA,Express
P04079,C0232,Books,Smartphone,3.0,19.69,2024-02-23,NY,Standard
P04080,C0302,Books,T-Shirt,5.0,348.85,2024-11-28,CA,Express
P04084,C0273,Books,Rug,2.0,161.37,2024-03-30,NY,Overnight
P04085,C0007,Electronics,Smartphone,3.0,446.43,2024-07-27,CA,Express
P04093,C0229,Books,Smartphone,4.0,333.28,2024-09-05,CA,Overnight
P04099,C0034,Sports,Hat,2.0,23.69,2024-09-12,NY,Standard
P04105,C0373,Books,Running Shoes,5.0,253.16,2024-02-15,NY,Overnight
P04111,C0282,Home & Garden,Shoes,5.0,75.89,2024-08-25,NY,Express
P04120,C0393,Books,Basketball,4.0,124.02,2024-11-15,CA,Overnight
P04125,C0416,Clothing,Headphones,4.0,334.99,2024-04-04,CA,Standard
P04126,C0401,Books,Tablet,2.0,268.41,2024-04-16,CA,Standard
P04131,C0091,Electronics,Smartphone,5.0,210.09,2024-07-26,NY,Standard
P04134,C0003,Clothing,Tennis Racket,2.0,131.79,2024-12-27,NY,Express
P04144,C0147,Home & Garden,Tablet,3.0,241.92,2024-09-24,NY,Overnight
P04150,C0114,Books,Plant Pot,3.0,336.14,2024-05-10,NY,Express
P04152,C0499,Books,Shoes,2.0,34.25,2024-11-08,CA,Overnight
P04154,C0420,Home & Garden,Tablet,5.0,108.53,2024-02-07,CA,Standard
P04158,C0080,Sports,Cushion,3.0,409.28,2024-10-22,NY,Express
P04160,C0034,Books,Hat,5.0,252.68,2024-01-06,CA,Standard
P04161,C0237,Home & Garden,Monitor,3.0,31.43,2024-12-04,CA,Overnight
P04166,C0459,Clothing,Laptop,4.0,496.96,2024-08-04,NY,Express
P04170,C0402,Sports,Rug,5.0,326.41,2024-08-20,NY,Express
P04174,C0088,Clothing,Plant Pot,4.0,107.3,2024-05-29,CA,Express
P04184,C0415,Clothing,Novel,4.0,271.23,2024-06-02,NY,Express
P04185,C0111,Books,Running Shoes,2.0,463.3,2024-01-28,NY,Overnight
P04188,C0396,Home & Garden,Garden Tools,4.0,204.55,2024-02-11,CA,Express
P04200,C0134,Clothing,Dumbbells,4.0,188.34,2024-07-04,CA,Express
P04204,C0356,Electronics,Dumbbells,4.0,164.67,2024-10-26,NY,Overnight
P04211,C0427,Electronics,Laptop,2.0,284.18,2024-03-18,CA,Standard
P04213,C0454,Sports,Jeans,3.0,312.7,2024-12-01,CA,Standard
P04218,C0335,Clothing,Basketball,4.0,96.47,2024-02-08,CA,Standard
P04223,C0232,Clothing,Smartphone,4.0,105.46,2024-09-04,CA,Standard
P04226,C0262,Sports,Plant Pot,4.0,491.52,2024-11-30,NY,Express
P04227,C0195,Electronics,Lamp,3.0,61.96,2024-05-19,NY,Overnight
P04232,C0004,Sports,Shoes,4.0,71.83,2024-04-27,NY,Overnight
P04233,C0225,Sports,Tennis Racket,4.0,472.36,2024-06-27,NY,Express
P04237,C0084,Electronics,Tennis Racket,2.0,117.74,2024-07-30,NY,Standard
P04240,C0208,Clothing,Headphones,3.0,110.18,2024-09-16,CA,Overnight
P04244,C0220,Sports,Lamp,3.0,428.47,2024-08-14,NY,Express
P04247,C0152,Home & Garden,Shoes,5.0,455.98,2024-08-11,CA,Overnight
P04250,C0360,Home & Garden,Headphones,2.0,364.45,2024-06-06,CA,Standard
P04261,C0174,Home & Garden,Cookbook,2.0,331.05,2024-03-08,NY,Overnight
P04263,C0278,Home & Garden,Dumbbells,2.0,126.66,2024-10-01,CA,Overnight
P04277,C0191,Home & Garden,Laptop,5.0,116.53,2024-09-01,CA,Express
P04280,C0248,Electronics,Textbook,2.0,490.77,2024-05-18,NY,Express
P04281,C0325,Books,Garden Tools,4.0,371.8,2024-03-01,CA,Overnight
P04290,C0089,Clothing,Dumbbells,5.0,158.82,2024-09-05,NY,Standard
P04292,C0422,Home & Garden,Textbook,5.0,170.28,2024-04-18,CA,Express
P04296,C0286,Home & Garden,Jeans,3.0,351.63,2024-08-17,CA,Express
P04299,C0429,Electronics,T-Shirt,2.0,481.23,2024-12-04,CA,Standard
P04300,C0060,Sports,Garden Tools,2.0,420.75,2024-07-22,CA,Overnight
P04301,C0429,Clothing,Hat,2.0,236.68,2024-09-18,NY,Express
P04307,C0038,Home & Garden,Tablet,4.0,56.92,2024-11-10,NY,Overnight
P04308,C0095,Clothing,Lamp,5.0,446.93,2024-11-10,CA,Express
P04324,C0047,Home & Garden,Yoga Mat,3.0,274.71,2024-09-06,NY,Express
P04330,C0043,Books,Lamp,3.0,34.76,2024-09-20,NY,Express
P04333,C0337,Books,Jacket,3.0,190.84,2024-04-06,NY,Overnight
P04340,C0412,Books,Rug,4.0,260.05,2024-06-02,CA,Standard
P04345,C0220,Clothing,Tennis Racket,5.0,211.14,2024-02-20,NY,Express
P04346,C0478,Books,Plant Pot,4.0,155.68,2024-10-28,CA,Express
P04356,C0228,Home & Garden,Cushion,2.0,234.7,2024-07-02,CA,Express
P04362,C0270,Books,Lamp,3.0,46.29,2024-05-18,CA,Standard
P04365,C0441,Home & Garden,Monitor,4.0,470.87,2024-01-18,NY,Overnight
P04371,C0486,Clothing,Hat,4.0,396.38,2024-07-09,CA,Express
P04374,C0405,Clothing,Novel,2.0,272.74,2024-02-12,CA,Express
P04375,C0241,Home & Garden,Yoga Mat,4.0,114.6,2024-07-29,NY,Express
P04388,C0032,Home & Garden,Shoes,4.0,235.8,2024-06-17,CA,Express
P04394,C0030,Sports,Headphones,5.0,374.87,2024-01-15,CA,Overnight
P04402,C0057,Books,Jacket,4.0,212.01,2024-07-30,NY,Standard
P04404,C0394,Books,Smartphone,4.0,46.48,2024-04-29,NY,Standard
P04405,C0298,Books,T-Shirt,3.0,421.38,2024-05-25,CA,Overnight
P04406,C0180,Electronics,Hat,2.0,94.06,2024-08-07,CA,Overnight
P04407,C0417,Sports,Running Shoes,3.0,475.66,2024-05-31,CA,Standard
P04408,C0056,Electronics,Cushion,5.0,499.9,2024-09-05,NY,
P04412,C0167,Clothing,Monitor,3.0,413.42,2024-02-10,NY,Standard
P04416,C0405,Home & Garden,Lamp,3.0,73.99,2024-05-02,CA,Overnight
P04417,C0064,Sports,Cushion,4.0,210.01,2024-10-03,NY,Express
P04418,C0410,Books,Rug,4.0,340.42,2024-07-25,NY,Standard
P04419,C0224,Books,Cushion,2.0,423.0,2024-08-08,NY,Overnight
P04420,C0447,Electronics,Garden Tools,2.0,371.78,2024-07-12,NY,Standard
P04423,C0175,Electronics,Jacket,5.0,460.2,2024-07-10,NY,Overnight
P04426,C0267,Home & Garden,Rug,3.0,453.27,2024-03-28,NY,Express
P04428,C0391,Books,Cookbook,2.0,182.57,2024-04-03,NY,Express
P04441,C0172,Home & Garden,Cushion,2.0,417.9,2024-08-14,CA,Express
P04450,C0207,Clothing,Laptop,5.0,497.94,2024-07-11,NY,Express
P04451,C0250,Clothing,Headphones,4.0,322.14,2024-12-30,CA,Standard
P04458,C0048,Electronics,Monitor,5.0,194.72,2024-10-06,NY,Express
P04464,C0300,Sports,Textbook,5.0,375.39,2024-11-11,CA,Overnight
P04465,C0284,Sports,Headphones,5.0,475.5,2024-04-06,CA,
P04477,C0459,Sports,Laptop,3.0,353.65,2024-03-19,CA,Express
P04481,C0490,Clothing,Tablet,2.0,143.51,2024-06-10,NY,Standard
P04484,C0180,Clothing,Yoga Mat,5.0,232.57,2024-04-29,CA,Express
P04486,C0185,Books,Cookbook,5.0,464.8,2024-06-10,CA,Standard
P04496,C0456,Electronics,Laptop,4.0,259.9,2024-07-01,NY,Express
P04503,C0393,Sports,Tablet,5.0,432.15,2024-10-22,NY,Express
P04505,C0157,Books,Jacket,3.0,451.35,2024-07-18,NY,Overnight
P04507,C0285,Electronics,Smartphone,2.0,426.32,2024-12-13,NY,Overnight
P04511,C0032,Clothing,Yoga Mat,3.0,72.35,2024-05-08,CA,Standard
P04518,C0172,Books,Plant Pot,4.0,40.21,2024-08-06,NY,Express
P04520,C0052,Books,Tablet,2.0,133.75,2024-03-03,NY,Overnight
P04526,C0294,Clothing,Cookbook,3.0,149.15,2024-07-16,NY,Standard
P04527,C0039,Sports,Magazine,3.0,299.09,2024-05-16,NY,Standard
P04531,C0257,Home & Garden,Smartphone,5.0,231.11,2024-03-26,NY,Overnight
P04535,C0008,Home & Garden,Tablet,2.0,93.59,2024-10-18,CA,Standard
P04540,C0466,Home & Garden,Textbook,3.0,95.51,2024-07-10,CA,Standard
P04545,C0205,Clothing,Cookbook,5.0,254.82,2024-07-31,CA,Standard
P04548,C0139,Books,Laptop,5.0,432.29,2024-04-09,CA,Standard
P04549,C0284,Home & Garden,Cushion,5.0,119.61,2024-01-03,NY,Overnight
P04561,C0485,Books,Monitor,5.0,162.19,2024-09-14,CA,Overnight
P04562,C0044,Home & Garden,Lamp,3.0,248.32,2024-05-04,NY,Express
P04564,C0384,Home & Garden,Lamp,2.0,199.96,2024-11-18,CA,Express
P04580,C0136,Home & Garden,Tablet,4.0,39.42,2024-08-31,NY,Overnight
P04581,C0118,Home & Garden,Tennis Racket,5.0,268.39,2024-05-26,CA,
P04583,C0080,Sports,Headphones,3.0,275.9,2024-02-24,NY,Standard
P04586,C0164,Home & Garden,Rug,3.0,137.81,2024-06-18,CA,Express
P04587,C0044,Electronics,Cushion,2.0,482.87,2024-02-26,CA,Express
P04588,C0293,Electronics,Lamp,4.0,417.54,2024-05-05,NY,Overnight
P04589,C0318,Electronics,T-Shirt,4.0,10.84,2024-10-20,CA,Standard
P04590,C0021,Sports,Magazine,4.0,180.21,2024-03-16,CA,
P04594,C0414,Electronics,Textbook,5.0,493.74,2024-06-09,NY,Overnight
P04603,C0449,Books,Running Shoes,2.0,283.39,2024-10-13,NY,Express
P04609,C0344,Electronics,Dumbbells,5.0,276.83,2024-11-11,NY,Overnight
P04617,C0179,Home & Garden,Hat,3.0,12.3,2024-01-29,NY,Overnight
P04619,C0282,Home & Garden,T-Shirt,5.0,183.51,2024-02-24,CA,Express
P04622,C0364,Sports,Cookbook,5.0,96.84,2024-08-11,NY,Standard
P04623,C0258,Books,Yoga Mat,3.0,477.57,2024-04-26,CA,Standard
P04626,C0031,Clothing,Tablet,4.0,296.33,2024-01-23,CA,Standard
P04630,C0215,Electronics,Jeans,3.0,496.48,2024-11-12,CA,Overnight
P04637,C0460,Clothing,Textbook,2.0,388.69,2024-05-07,CA,Express
P04643,C0451,Home & Garden,Jacket,3.0,432.32,2024-05-04,CA,Express
P04646,C0009,Sports,Lamp,2.0,306.06,2024-12-22,CA,Overnight
P04649,C0426,Sports,Magazine,5.0,17.89,2024-06-16,NY,Overnight
P04650,C0395,Sports,Textbook,2.0,408.99,2024-03-02,CA,Standard
P04656,C0187,Clothing,Textbook,3.0,108.17,2024-08-22,CA,Overnight
P04658,C0219,Clothing,Headphones,4.0,379.33,2024-07-11,CA,Standard
P04659,C0225,Sports,Novel,5.0,398.09,2024-11-24,CA,Overnight
P04662,C0115,Home & Garden,Headphones,3.0,103.94,2024-07-11,NY,Overnight
P04663,C0421,Home & Garden,Laptop,3.0,498.05,2024-10-28,NY,Standard
P04666,C0284,Electronics,Rug,2.0,184.81,2024-09-16,CA,Overnight
P04667,C0137,Electronics,Textbook,4.0,282.31,2024-05-07,NY,Express
P04670,C0498,Electronics,Rug,5.0,352.16,2024-01-20,NY,Standard
P04672,C0034,Books,Running Shoes,2.0,140.52,2024-02-22,CA,Overnight
P04677,C0470,Home & Garden,Dumbbells,5.0,266.61,2024-10-06,CA,Standard
P04682,C0335,Home & Garden,Laptop,5.0,396.73,2024-04-01,CA,Express
P04683,C0141,Sports,Magazine,4.0,247.87,2024-01-17,CA,Express
P04684,C0170,Home & Garden,Shoes,4.0,336.41,2024-01-14,NY,Overnight
P04685,C0087,Clothing,Dumbbells,4.0,96.71,2024-12-19,NY,Overnight
P04687,C0064,Sports,Yoga Mat,5.0,169.96,2024-09-25,CA,
P04688,C0007,Electronics,Shoes,2.0,160.68,2024-11-01,CA,Standard
P04689,C0031,Clothing,Running Shoes,2.0,65.71,2024-05-28,NY,Standard
P04690,C0141,Books,Textbook,4.0,490.63,2024-02-20,CA,Standard
P04691,C0198,Clothing,Textbook,4.0,21.0,2024-08-13,CA,Express
P04704,C0332,Sports,Yoga Mat,2.0,202.5,2024-06-10,NY,Overnight
P04705,C0140,Clothing,Laptop,4.0,470.65,2024-07-23,NY,Express
P04709,C0383,Sports,Jeans,2.0,212.07,2024-11-08,NY,Overnight
P04710,C0248,Books,Tablet,4.0,261.85,2024-01-22,CA,Overnight
P04713,C0300,Clothing,Dumbbells,5.0,223.32,2024-10-21,NY,Overnight
P04718,C0210,Home & Garden,Jacket,4.0,251.97,2024-06-14,NY,Express
P04719,C0281,Clothing,Tennis Racket,4.0,134.75,2024-04-12,CA,Standard
P04720,C0388,Home & Garden,Cookbook,5.0,381.7,2024-12-21,NY,Standard
P04721,C0180,Sports,Yoga Mat,5.0,216.85,2024-11-23,NY,Standard
P04725,C0147,Home & Garden,Novel,4.0,321.61,2024-10-30,NY,Standard
P04736,C0034,Electronics,Shoes,4.0,472.95,2024-06-25,CA,Standard
P04738,C0337,Home & Garden,Jeans,2.0,378.17,2024-08-12,CA,Standard
P04744,C0373,Books,Hat,3.0,394.54,2024-12-13,NY,Standard
P04746,C0013,Home & Garden,Jeans,3.0,156.09,2024-11-23,NY,Express
P04748,C0121,Clothing,Lamp,4.0,384.77,2024-12-24,NY,Express
P04749,C0281,Books,Dumbbells,4.0,339.86,2024-02-17,CA,Express
P04751,C0243,Home & Garden,Basketball,5.0,342.47,2024-07-30,NY,Express
P04756,C0389,Home & Garden,Running Shoes,4.0,113.23,2024-08-15,CA,Standard
P04758,C0038,Home & Garden,Magazine,5.0,434.89,2024-08-02,NY,Overnight
P04769,C0233,Clothing,Shoes,5.0,342.16,2024-05-07,CA,Overnight
P04771,C0159,Sports,Lamp,4.0,423.31,2024-01-05,NY,Overnight
P04772,C0498,Clothing,Cushion,5.0,300.6,2024-11-18,CA,Express
P04775,C0244,Books,Dumbbells,4.0,242.15,2024-04-30,NY,Overnight
P04783,C0242,Clothing,Yoga Mat,2.0,450.32,2024-07-31,NY,Express
P04784,C0031,Home & Garden,T-Shirt,3.0,334.29,2024-04-21,NY,Standard
P04786,C0102,Books,Shoes,5.0,64.67,2024-08-12,NY,Standard
P04790,C0088,Sports,Monitor,3.0,182.38,2024-02-10,CA,Overnight
P04794,C0119,Electronics,Tennis Racket,2.0,485.05,2024-12-18,CA,Express
P04799,C0436,Home & Garden,Smartphone,4.0,479.06,2024-02-05,CA,Express
P04805,C0445,Electronics,Headphones,5.0,419.98,2024-06-20,NY,Overnight
P04808,C0300,Electronics,Monitor,2.0,78.22,2024-05-26,CA,Standard
P04811,C0181,Sports,Garden Tools,3.0,476.09,2024-08-01,CA,Express
P04818,C0485,Clothing,Cookbook,4.0,220.27,2024-10-20,NY,Standard
P04829,C0273,Books,Rug,3.0,319.06,2024-10-22,NY,
P04832,C0084,Books,Novel,4.0,245.04,2024-11-13,CA,Overnight
P04833,C0483,Electronics,T-Shirt,4.0,268.67,2024-04-13,NY,
P04834,C0108,Sports,Monitor,5.0,277.92,2024-11-17,NY,Overnight
P04836,C0041,Clothing,Headphones,5.0,15.67,2024-07-26,CA,Express
P04837,C0137,Sports,Plant Pot,3.0,474.96,2024-05-20,CA,Express
P04838,C0349,Home & Garden,Textbook,4.0,126.91,2024-08-13,NY,Express
P04840,C0214,Books,Rug,3.0,336.44,2024-05-17,NY,Express
P04846,C0466,Home & Garden,Shoes,3.0,266.3,2024-09-29,CA,Overnight
P04847,C0007,Books,Plant Pot,2.0,100.84,2024-10-31,NY,Express
P04852,C0379,Clothing,T-Shirt,2.0,349.42,2024-03-26,CA,Standard
P04856,C0258,Electronics,Yoga Mat,2.0,257.48,2024-03-03,CA,Express
P04859,C0267,Books,Cookbook,5.0,387.09,2024-01-19,CA,Overnight
P04860,C0390,Books,Plant Pot,3.0,81.41,2024-04-05,NY,Overnight
P04863,C0122,Home & Garden,Tennis Racket,3.0,353.44,2024-05-31,CA,Express
P04864,C0256,Clothing,Basketball,5.0,185.14,2024-09-02,NY,Standard
P04867,C0419,Home & Garden,Plant Pot,3.0,419.8,2024-08-23,NY,Express
P04871,C0136,Books,Headphones,3.0,142.3,2024-05-30,NY,Overnight
P04873,C0311,Electronics,Monitor,5.0,445.77,2024-01-30,CA,Overnight
P04874,C0174,Electronics,Monitor,4.0,498.13,2024-09-14,NY,Express
P04878,C0448,Clothing,Jacket,3.0,54.47,2024-10-15,CA,Express
P04880,C0242,Sports,Textbook,5.0,156.94,2024-12-15,CA,Overnight
P04881,C0204,Books,Novel,4.0,60.86,2024-12-13,CA,Express
P04885,C0342,Clothing,Shoes,4.0,368.85,2024-12-07,NY,Express
P04886,C0246,Sports,Hat,5.0,244.43,2024-10-01,CA,Overnight
P04890,C0379,Books,Headphones,3.0,255.37,2024-12-05,NY,Express
P04895,C0210,Clothing,Hat,5.0,167.04,2024-06-22,NY,Standard
P04899,C0432,Electronics,Headphones,4.0,233.83,2024-08-05,NY,Express
P04908,C0482,Home & Garden,Cushion,2.0,170.21,2024-10-13,CA,
P04909,C0335,Electronics,Smartphone,2.0,480.17,2024-10-29,NY,Overnight
P04914,C0273,Sports,Plant Pot,4.0,211.15,2024-04-27,CA,Overnight
P04918,C0458,Clothing,Hat,4.0,143.1,2024-03-09,NY,Overnight
P04920,C0089,Electronics,Cushion,2.0,409.19,2024-05-19,CA,Overnight
P04931,C0246,Home & Garden,Textbook,2.0,126.21,2024-03-30,NY,Standard
P04943,C0173,Electronics,Plant Pot,2.0,466.16,2024-09-10,CA,Overnight
P04945,C0392,Books,Lamp,5.0,465.87,2024-05-26,CA,Overnight
P04948,C0066,Sports,Headphones,3.0,120.61,2024-02-20,NY,Standard
P04953,C0139,Books,Smartphone,5.0,375.38,2024-06-12,NY,Standard
P04957,C0238,Clothing,Plant Pot,2.0,306.44,2024-08-15,NY,Overnight
P04968,C0067,Clothing,Monitor,4.0,173.27,2024-05-04,CA,Express
P04974,C0321,Books,Lamp,2.0,212.09,2024-04-25,CA,Overnight
P04976,C0123,Electronics,Running Shoes,5.0,138.04,2024-12-06,NY,Standard
P04983,C0391,Electronics,Rug,4.0,438.05,2024-09-21,NY,Overnight
P04986,C0470,Home & Garden,Cushion,4.0,272.44,2024-11-02,NY,Standard
P04989,C0110,Home & Garden,Cushion,5.0,250.99,2024-08-30,CA,Standard
P04992,C0394,Clothing,Headphones,3.0,143.02,2024-07-15,NY,Standard
P04999,C0249,Electronics,Textbook,5.0,121.06,2024-01-16,CA,Express
P05000,C0383,Electronics,Basketball,4.0,320.18,2024-01-29,NY,Standard
P05003,C0277,Home & Garden,Shoes,5.0,479.64,2024-04-04,NY,Overnight
P05028,C0029,Books,Plant Pot,3.0,490.88,2024-06-13,CA,Express
P05029,C0326,Home & Garden,Monitor,4.0,443.45,2024-02-20,NY,Overnight
P05031,C0403,Electronics,Lamp,5.0,102.68,2024-02-05,CA,Express
P05038,C0229,Home & Garden,Laptop,4.0,494.2,2024-12-12,NY,Standard
P05042,C0242,Home & Garden,Running Shoes,5.0,489.59,2024-05-08,CA,Standard
P05044,C0381,Clothing,Running Shoes,5.0,291.75,2024-01-29,CA,Standard
P05045,C0120,Clothing,Novel,2.0,359.0,2024-07-06,NY,Express
P05058,C0447,Sports,Laptop,2.0,27.26,2024-04-12,NY,Overnight
P05060,C0423,Clothing,Magazine,3.0,96.95,2024-02-23,NY,Overnight
P05067,C0310,Home & Garden,Magazine,4.0,217.7,2024-11-14,NY,Overnight
P05071,C0082,Books,Tablet,3.0,296.06,2024-05-05,NY,Express
P05074,C0104,Clothing,Tennis Racket,3.0,235.73,2024-03-14,NY,Standard
P05077,C0094,Books,Smartphone,5.0,186.48,2024-09-07,NY,Overnight
P05078,C0374,Books,Headphones,5.0,435.65,2024-09-20,CA,Overnight
P05080,C0165,Home & Garden,Basketball,4.0,355.15,2024-10-22,CA,Express
P05081,C0386,Books,Cushion,5.0,129.63,2024-01-14,CA,Standard
P05084,C0471,Home & Garden,Garden Tools,2.0,12.28,2024-05-28,NY,Overnight
P05090,C0058,Clothing,Dumbbells,3.0,450.45,2024-05-10,CA,Standard
P05091,C0265,Home & Garden,Lamp,4.0,377.23,2024-10-19,NY,Overnight
P05094,C0240,Home & Garden,Garden Tools,2.0,397.86,2024-02-16,NY,Express
P05099,C0449,Clothing,Novel,2.0,202.65,2024-09-26,CA,Express
P05117,C0265,Sports,Dumbbells,4.0,304.07,2024-02-02,NY,Overnight
P05120,C0365,Books,Dumbbells,2.0,276.72,2024-11-06,CA,Standard
P05136,C0347,Home & Garden,Cookbook,2.0,194.27,2024-03-16,NY,Overnight
